iter	RMSE
421	7.093724568
422	7.079603867
423	7.066063116
424	7.051565146
425	7.044516495
426	7.031175726
427	7.028879315
428	7.008410001
429	7.002325024
430	6.984119653
431	6.965188096
432	6.943602542
433	6.931527416
434	6.914590303
435	6.896338157
436	6.867613415
437	6.847368385
438	6.82730209
439	6.815399883
440	6.794855242
441	6.77501161
442	6.767779439
443	6.750751582
444	6.739217921
445	6.717004262
446	6.707478632
447	6.68427353
448	6.677902299
449	6.657594596
450	6.638843398
451	6.630945656
452	6.621840991
453	6.607363699
454	6.594520695
455	6.587952025
456	6.572610829
457	6.565852795
458	6.563528264
459	6.555600271
460	6.549836194
461	6.535651078
462	6.514975459
463	6.508044034
464	6.50090389
465	6.491865901
466	6.476782339
467	6.465409389
468	6.457228746
469	6.447170165
470	6.442093075
471	6.429768856
472	6.418839166
473	6.393598426
474	6.374459179
475	6.362477503
476	6.342193036
477	6.328771646
478	6.304289679
479	6.284480186
480	6.282909497
481	6.266363513
482	6.248788246
483	6.246732877
484	6.228679041
485	6.210947879
486	6.204789826
487	6.194122519
488	6.183219278
489	6.165181317
490	6.145204588
491	6.132403864
492	6.119024899
493	6.106738011
494	6.092463741
495	6.077632362
496	6.073978638
497	6.065775173
498	6.046173426
499	6.039420243
500	6.020621438
501	6.003818133
502	5.987339197
503	5.977578826
504	5.975087056
505	5.957214091
506	5.94839964
507	5.945619707
508	5.937068107
509	5.915739975
510	5.910723192
511	5.894968656
512	5.880847991
513	5.862843068
514	5.853134536
515	5.843037751
516	5.824811725
517	5.81990164
518	5.816311191
519	5.797273066
520	5.783930295
521	5.769281686
522	5.766972965
523	5.749012347
524	5.737755306
525	5.723298453
526	5.720729525
527	5.713151015
528	5.705949428
529	5.685332137
530	5.668188657
531	5.661033423
532	5.654521636
533	5.64140284
534	5.629167114
535	5.613592138
536	5.599929458
537	5.593893271
538	5.589846084
539	5.583083098
540	5.566171526
541	5.551153212
542	5.539965389
543	5.522212027
544	5.509696357
545	5.498202486
546	5.485851799
547	5.4772586
548	5.471364458
549	5.461813894
550	5.448312155
551	5.431035955
552	5.416353364
553	5.406472555
554	5.392149794
555	5.381202593
556	5.379728403
557	5.363366262
558	5.353421313
559	5.34680067
560	5.33443593
561	5.325370529
562	5.312446342
563	5.310224195
564	5.308905789
565	5.298978585
566	5.290402093
567	5.278296124
568	5.263149519
569	5.25021392
570	5.234321562
571	5.218931608
572	5.207577962
573	5.194754937
574	5.178244656
575	5.163600662
576	5.148570391
577	5.139836193
578	5.124078788
579	5.113190266
580	5.096350047
581	5.077575
582	5.060117258
583	5.052482811
584	5.036535604
585	5.025532188
586	5.017773091
587	5.005782986
588	4.998610162
589	4.993555253
590	4.982475948
591	4.973954363
592	4.972389852
593	4.960637793
594	4.952603147
595	4.937500051
596	4.931013089
597	4.917312608
598	4.903048209
599	4.892925299
600	4.879602162
601	4.871472451
602	4.863402838
603	4.851921867
604	4.8400198
605	4.826533885
606	4.816645979
607	4.800920455
608	4.790788699
609	4.787562428
610	4.780126887
611	4.778934593
612	4.769285592
613	4.75834155
614	4.743821736
615	4.731659709
616	4.725899435
617	4.71764095
618	4.710190096
619	4.700525901
620	4.693827033
621	4.684512336
622	4.673844015
623	4.667390368
624	4.655185401
625	4.652062382
626	4.647447685
627	4.636579057
628	4.631061642
629	4.619095162
630	4.610118029
631	4.604248589
632	4.597024407
633	4.588244835
634	4.572226511
635	4.555970783
636	4.544283738
637	4.535910447
638	4.527676967
639	4.516459653
640	4.509223581
641	4.497792404
642	4.495343609
643	4.484607132
644	4.481942423
645	4.475493349
646	4.472618657
647	4.457822088
648	4.444291139
649	4.438820629
650	4.433301728
651	4.424262524
652	4.415218467
653	4.406775762
654	4.400021773
655	4.388966385
656	4.382395334
657	4.375131224
658	4.365880401
659	4.356080904
660	4.348548546
661	4.331935864
662	4.322394569
663	4.315351619
664	4.305021729
665	4.29157224
666	4.279199818
667	4.271336565
668	4.25786546
669	4.247678581
670	4.240070377
671	4.234169593
672	4.2272227
673	4.20985342
674	4.203165383
675	4.198929267
676	4.188260408
677	4.180499252
678	4.173484112
679	4.160926629
680	4.153453978
681	4.149264271
682	4.137983778
683	4.129574534
684	4.122203923
685	4.114083444
686	4.105140048
687	4.092667886
688	4.084423424
689	4.07610654
690	4.075011631
691	4.070242799
692	4.061053964
693	4.054228049
694	4.042957494
695	4.038125828
696	4.028457931
697	4.026514427
698	4.025459748
699	4.020976487
700	4.015822464
701	4.011295484
702	4.00236006
703	3.989360839
704	3.985573847
705	3.971094717
706	3.969113699
707	3.960053807
708	3.94762095
709	3.94194567
710	3.937893358
711	3.925157054
712	3.915941709
713	3.906258579
714	3.897252717
715	3.888990442
716	3.881052717
717	3.878557529
718	3.865993011
719	3.859637362
720	3.85387424
721	3.847117405
722	3.840813837
723	3.831276698
724	3.824848031
725	3.817511134
726	3.807462925
727	3.798739717
728	3.789450486
729	3.782233001
730	3.766566206
731	3.763244304
732	3.752538992
733	3.745963847
734	3.735704461
735	3.72954289
736	3.723140806
737	3.711251163
738	3.703048241
739	3.694581962
740	3.691655854
741	3.685301293
742	3.68043657
743	3.670560615
744	3.664639887
745	3.653070624
746	3.645485035
747	3.642643967
748	3.635297267
749	3.628080626
750	3.615080971
751	3.605123012
752	3.597381333
753	3.586525191
754	3.577887461
755	3.570381994
756	3.564308273
757	3.557973367
758	3.550488548
759	3.54511966
760	3.538853251
761	3.533912834
762	3.522560044
763	3.519296446
764	3.510860848
765	3.506802957
766	3.495709382
767	3.48959634
768	3.48305422
769	3.478289871
770	3.472350347
771	3.464713227
772	3.456776822
773	3.450389593
774	3.440090982
775	3.433759542
776	3.425097854
777	3.420945456
778	3.412891602
779	3.410798772
780	3.403298552
781	3.400182234
782	3.39313564
783	3.384239821
784	3.377098916
785	3.370552735
786	3.363278496
787	3.35709206
788	3.353505301
789	3.348717619
790	3.338207118
791	3.329995008
792	3.324225026
793	3.316479066
794	3.312041266
795	3.303024975
796	3.293076507
797	3.278284076
798	3.276345692
799	3.273946433
800	3.266921921
801	3.256033145
802	3.248500826
803	3.240636325
804	3.237991677
805	3.231975445
806	3.226707955
807	3.219194964
808	3.208735732
809	3.199908509
810	3.189419831
811	3.181224331
812	3.175969912
813	3.166915132
814	3.160700399
815	3.154346032
816	3.145036357
817	3.140038333
818	3.132326836
819	3.122019365
820	3.117100192
821	3.113274306
822	3.110958806
823	3.102106068
824	3.094800467
825	3.087939704
826	3.085175322
827	3.078698677
828	3.071288151
829	3.063520068
830	3.060575636
831	3.055993344
832	3.047716577
833	3.039522665
834	3.028651761
835	3.02046808
836	3.013343592
837	3.012657941
838	3.005809054
839	3.000779451
840	2.991922939
841	2.985307016
842	2.981837163
843	2.978722249
844	2.972164959
845	2.965351742
846	2.96126019
847	2.952729052
848	2.949327203
849	2.941504464
850	2.934410924
851	2.928061271
852	2.922954095
853	2.917687003
854	2.911816741
855	2.903361617
856	2.898173584
857	2.893232377
858	2.888708448
859	2.88262259
860	2.872799692
861	2.870893149
862	2.8672173
863	2.864576703
864	2.859585949
865	2.859199242
866	2.853611291
867	2.847612837
868	2.836735479
869	2.831071862
870	2.82641789
871	2.814414182
872	2.811968992
873	2.806671304
874	2.799773806
875	2.796648527
876	2.792840633
877	2.789813169
878	2.785255489
879	2.776673113
880	2.770070082
881	2.76793386
882	2.764579015
883	2.751506543
884	2.744161816
885	2.741628337
886	2.73750323
887	2.732902648
888	2.726017637
889	2.722741512
890	2.719668076
891	2.718947891
892	2.714591298
893	2.709338937
894	2.701230382
895	2.693155821
896	2.685865047
897	2.68042934
898	2.675901286
899	2.669031111
900	2.662560581
901	2.656347888
902	2.653403194
903	2.646684885
904	2.635245972
905	2.628089132
906	2.620493772
907	2.617360445
908	2.613327977
909	2.608013519
910	2.606291762
911	2.600455392
912	2.593438401
913	2.591258366
914	2.589233174
915	2.584406087
916	2.578482639
917	2.574964969
918	2.569299486
919	2.56631159
920	2.557745526
921	2.554615152
922	2.551135482
923	2.543774104
924	2.541672703
925	2.536382381
926	2.534054734
927	2.53313079
928	2.527341613
929	2.521279583
930	2.517439277
931	2.514748962
932	2.51414083
933	2.513136853
934	2.512087239
935	2.506055781
936	2.500223983
937	2.496277332
938	2.4913103
939	2.484263151
940	2.479224581
941	2.472432267
942	2.471550327
943	2.466282435
944	2.462090497
945	2.458108287
946	2.457330546
947	2.454405082
948	2.449404417
949	2.443608918
950	2.440741909
951	2.438752347
952	2.434408144
953	2.428394355
954	2.424480001
955	2.418081819
956	2.411342078
957	2.40907655
958	2.405143152
959	2.398078344
960	2.39238547
961	2.384693402
962	2.379514915
963	2.378664742
964	2.376846781
965	2.36989416
966	2.363440857
967	2.358448522
968	2.354200875
969	2.350997092
970	2.344905016
971	2.342374899
972	2.332906117
973	2.330420034
974	2.325019539
975	2.321125483
976	2.316395007
977	2.308951972
978	2.306094596
979	2.304067374
980	2.297061341
981	2.293212045
982	2.28878621
983	2.287020157
984	2.286032488
985	2.280900988
986	2.279787752
987	2.275547529
988	2.269359776
989	2.264346603
990	2.26221095
991	2.257245114
992	2.253698548
993	2.247816718
994	2.242650036
995	2.23990859
996	2.236868128
997	2.232138369
998	2.228016647
999	2.221668992
